answer_title,answer_slug,answer_url,answer_id,proposed_clinician_id,proposed_clinician_name,clinician_credentials,clinician_professional_title,verified_specialties,matched_specialty,deeper_topic,deeper_topic_name,deeper_category,deeper_theme,exact_match_reason,assignment_score,confidence,confidence_threshold_margin,match_type,other_eligible_clinicians,why_selected_won,reviewer_share_before_pct,reviewer_share_after_pct,sample_inclusion_reasons,ymyl_flag,human_qa_decision,human_qa_replacement_clinician_id,human_qa_notes
Trust Issues After Infidelity,is-it-normal-to-have-trust-issues-after-181083-089,https://www.deeper.global/answers/is-it-normal-to-have-trust-issues-after-181083-089/,a8e7dac4-292c-4cab-b405-8fa6233f85f1,lexi-cooper,Lexi Cooper,LMSW,Licensed Master Social Worker,ADHD|Anxiety|Social Communication Disorders|Depression|Family-of-Origin Issues|Familial Relationship Counseling|Interpersonal Communication Skills|Life Transitions|OCD|Student Athletic Challenges|Trauma|Work/School Balance|Family Therapy,Familial Relationship Counseling,relationships-and-communication,Relationships & Communication,Relationships & Communication,relationships-and-connection,exact_topic:relationships-and-communication via Familial Relationship Counseling (w=1),100,high,20.00,exact_topic,samantha-bryant(topic_volume:25)|lynn-lane(topic_volume:20)|laura-hilsen(topic_volume:19)|alex-crenshaw-phd(topic_volume:18)|sarah-evers(topic_volume:17),score=100; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,3.09,every_clinician_mid,no,approve,,
Pushing People Away When Close,why-do-i-push-people-away-when-they-get-181083-091,https://www.deeper.global/answers/why-do-i-push-people-away-when-they-get-181083-091/,22fa4934-92a2-47d3-bc41-94e764e3c1c1,lexi-cooper,Lexi Cooper,LMSW,Licensed Master Social Worker,ADHD|Anxiety|Social Communication Disorders|Depression|Family-of-Origin Issues|Familial Relationship Counseling|Interpersonal Communication Skills|Life Transitions|OCD|Student Athletic Challenges|Trauma|Work/School Balance|Family Therapy,Familial Relationship Counseling,relationships-and-communication,Relationships & Communication,Relationships & Divorce,relationships-and-connection,exact_topic:relationships-and-communication via Familial Relationship Counseling (w=1),100,high,20.00,exact_topic,samantha-bryant(topic_volume:25)|lynn-lane(topic_volume:20)|laura-hilsen(topic_volume:19)|alex-crenshaw-phd(topic_volume:18)|sarah-evers(topic_volume:17),score=100; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,3.09,every_clinician_highest,no,approve,,
Can AI Make Doomscrolling Worse?,can-ai-make-doomscrolling-worse,https://www.deeper.global/answers/can-ai-make-doomscrolling-worse/,df1d3e84-c236-4674-98bc-ab3361930d5f,liz-webb,Liz Webb,"LAPC, NCC","Licensed Associate Professional Counselor, Nationally Certified Counselor",ADHD|Substance Use|LGBTQIA+ Issues|Anxiety|Depression|Life Transitions|Grief & Loss|Autism Level 1|Neurodiversity,Anxiety,anxiety-and-stress,Anxiety & Stress,Anxiety & Stress,anxiety-and-mood,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35),100,high,20.00,exact_topic_plus_alias,meredith-price(topic_volume:20)|samantha-bryant(topic_volume:16)|amanda-gaines(topic_volume:14)|lynn-lane(topic_volume:13)|kelsey-donahue(topic_volume:12),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,4.21,every_clinician_lowest|top10_lowest|alias_match|theme_anxiety-and-mood,no,approve,,
Stop Comparing Yourself on Social Media,how-can-i-stop-comparing-myself-to-others-on-social-media-g7h8i9,https://www.deeper.global/answers/how-can-i-stop-comparing-myself-to-others-on-social-media-g7h8i9/,3b4c1c45-7d20-4130-b539-6d4b9bda7dbd,liz-webb,Liz Webb,"LAPC, NCC","Licensed Associate Professional Counselor, Nationally Certified Counselor",ADHD|Substance Use|LGBTQIA+ Issues|Anxiety|Depression|Life Transitions|Grief & Loss|Autism Level 1|Neurodiversity,Anxiety,anxiety-and-stress,Anxiety & Stress,Anxiety & Stress,anxiety-and-mood,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35),100,high,20.00,exact_topic_plus_alias,meredith-price(topic_volume:20)|samantha-bryant(topic_volume:16)|amanda-gaines(topic_volume:14)|lynn-lane(topic_volume:13)|kelsey-donahue(topic_volume:12),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,4.21,top10_extra|alias_match,no,approve,,
Why Early Recovery Can Feel Worse Before It Gets Better,is-it-normal-to-feel-worse-before-i-feel-better-in-recovery,https://www.deeper.global/answers/is-it-normal-to-feel-worse-before-i-feel-better-in-recovery/,116c02be-b735-4f65-950a-c0f811253e5a,liz-webb,Liz Webb,"LAPC, NCC","Licensed Associate Professional Counselor, Nationally Certified Counselor",ADHD|Substance Use|LGBTQIA+ Issues|Anxiety|Depression|Life Transitions|Grief & Loss|Autism Level 1|Neurodiversity,Substance Use,addiction-and-recovery,Addiction & Recovery,Addiction & Recovery,trauma-and-safety,exact_topic:addiction-and-recovery via Substance Use (w=1)|preferred_specialty_keyword:Substance Use,100,high,20.00,exact_topic_plus_alias,lynn-lane(topic_volume:30)|susan-keenan(topic_volume:22)|amanda-gaines(topic_volume:17)|jackie-malone(topic_volume:14),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,4.21,every_clinician_mid,yes,approve,,
Feel Nothing Anymore,why-dont-i-feel-anything-anymore-even-about-things-i-used-to-care-about,https://www.deeper.global/answers/why-dont-i-feel-anything-anymore-even-about-things-i-used-to-care-about/,45d772ee-4713-46f9-b416-3b1b17ccb45a,liz-webb,Liz Webb,"LAPC, NCC","Licensed Associate Professional Counselor, Nationally Certified Counselor",ADHD|Substance Use|LGBTQIA+ Issues|Anxiety|Depression|Life Transitions|Grief & Loss|Autism Level 1|Neurodiversity,Depression,depression,Depression,Depression & Numbness,anxiety-and-mood,parent_theme:anxiety-and-mood via Anxiety|alias_keyword:stress|exact_topic:depression via Depression (w=1)|preferred_specialty_keyword:Depression,100,high,20.00,exact_topic_plus_alias,alex-crenshaw-phd(topic_volume:18)|kelsey-donahue(topic_volume:13)|susan-keenan(topic_volume:12)|michaela-hilburn(topic_volume:11)|laura-hilsen(topic_volume:10),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,4.21,every_clinician_highest,no,approve,,
How to Bring Up a Hard Topic Without Turning It Into a Fight,bring-up-hard-topic-without-starting-fight,https://www.deeper.global/answers/bring-up-hard-topic-without-starting-fight/,decbea77-6a45-405b-9e95-60532dd6af2e,lynn-lane,Lynn Lane,"MDiv, LCSW","MDiv, LCSW",Anxiety|Depression|Family-Of-Origin Issues|Grief & Loss|Life Transitions|PTSD|Relationship Counseling|Substance Abuse & Chemical Dependency|Spiritual Issues|Trauma|Women's Issues,Relationship Counseling,relationships-and-communication,Relationships & Communication,Communication & Conflict,relationships-and-connection,exact_topic:relationships-and-communication via Relationship Counseling (w=1),100,high,20.00,exact_topic,samantha-bryant(topic_volume:25)|lexi-cooper(topic_volume:24)|laura-hilsen(topic_volume:19)|alex-crenshaw-phd(topic_volume:18)|sarah-evers(topic_volume:17),score=100; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,7.40,theme_relationships-and-connection|broad_generalist_topic_cluster,no,approve,,
Can You Recover Without 12-Step Meetings?,can-i-recover-without-going-to-meetings,https://www.deeper.global/answers/can-i-recover-without-going-to-meetings/,c4206d54-affa-4744-9867-470d7dc5b187,lynn-lane,Lynn Lane,"MDiv, LCSW","MDiv, LCSW",Anxiety|Depression|Family-Of-Origin Issues|Grief & Loss|Life Transitions|PTSD|Relationship Counseling|Substance Abuse & Chemical Dependency|Spiritual Issues|Trauma|Women's Issues,Substance Abuse & Chemical Dependency,addiction-and-recovery,Addiction & Recovery,Addiction & Recovery,trauma-and-safety,parent_theme:trauma-and-safety via PTSD|exact_topic:addiction-and-recovery via Substance Abuse & Chemical Dependency (w=1),100,high,20.00,exact_topic,susan-keenan(topic_volume:22)|liz-webb(topic_volume:20)|amanda-gaines(topic_volume:17)|jackie-malone(topic_volume:14),score=100; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,7.40,ymyl_abuse|ymyl_addiction|theme_trauma-and-safety|broad_generalist_topic_cluster,yes,approve,,
Can AI Chatbots or Virtual Companions Become Compulsive?,can-people-get-addicted-to-ai-chatbots-or-virtual--189142-001,https://www.deeper.global/answers/can-people-get-addicted-to-ai-chatbots-or-virtual--189142-001/,f72fd755-8d1b-4d94-a525-0a82545a753c,lynn-lane,Lynn Lane,"MDiv, LCSW","MDiv, LCSW",Anxiety|Depression|Family-Of-Origin Issues|Grief & Loss|Life Transitions|PTSD|Relationship Counseling|Substance Abuse & Chemical Dependency|Spiritual Issues|Trauma|Women's Issues,Substance Abuse & Chemical Dependency,addiction-and-recovery,Addiction & Recovery,Addiction & Recovery,trauma-and-safety,alias_keyword:stress|parent_theme:trauma-and-safety via PTSD|exact_topic:addiction-and-recovery via Substance Abuse & Chemical Dependency (w=1),100,high,20.00,exact_topic_plus_alias,susan-keenan(topic_volume:22)|liz-webb(topic_volume:20)|amanda-gaines(topic_volume:17)|jackie-malone(topic_volume:14),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,7.40,alias_match|ymyl_abuse|ymyl_addiction|theme_trauma-and-safety,yes,approve,,
How to Create a Relapse Prevention Plan,how-do-i-create-a-relapse-prevention-plan,https://www.deeper.global/answers/how-do-i-create-a-relapse-prevention-plan/,31bcf3f3-adb8-4f85-b5fe-1089ccd93e90,lynn-lane,Lynn Lane,"MDiv, LCSW","MDiv, LCSW",Anxiety|Depression|Family-Of-Origin Issues|Grief & Loss|Life Transitions|PTSD|Relationship Counseling|Substance Abuse & Chemical Dependency|Spiritual Issues|Trauma|Women's Issues,Substance Abuse & Chemical Dependency,addiction-and-recovery,Addiction & Recovery,Addiction & Recovery,trauma-and-safety,parent_theme:trauma-and-safety via PTSD|exact_topic:addiction-and-recovery via Substance Abuse & Chemical Dependency (w=1),100,high,20.00,exact_topic,susan-keenan(topic_volume:22)|liz-webb(topic_volume:20)|amanda-gaines(topic_volume:17)|jackie-malone(topic_volume:14),score=100; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,7.40,ymyl_abuse,yes,approve,,
Coping With Fear of Hell After Leaving Religion,how-do-i-deal-with-fear-of-hell-after-le-181083-036,https://www.deeper.global/answers/how-do-i-deal-with-fear-of-hell-after-le-181083-036/,6f9550f3-1eb0-4fe5-9774-f3092a825d94,lynn-lane,Lynn Lane,"MDiv, LCSW","MDiv, LCSW",Anxiety|Depression|Family-Of-Origin Issues|Grief & Loss|Life Transitions|PTSD|Relationship Counseling|Substance Abuse & Chemical Dependency|Spiritual Issues|Trauma|Women's Issues,Spiritual Issues,meaning-faith-and-existential-questions,"Meaning, Faith & Existential Questions",Spiritual Struggle / Existential Crisis,spirituality-and-meaning,exact_topic:meaning-faith-and-existential-questions via Spiritual Issues (w=0.85),85,high,5.00,exact_topic,samantha-bryant(topic_volume:10)|susan-keenan(topic_volume:3),score=85; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,7.40,every_clinician_lowest|top10_lowest|near_high_medium_threshold|theme_spirituality-and-meaning,no,approve,,
Navigating Workplace Drug Testing During Recovery,how-do-i-handle-drug-testing-at-work-while-in-recovery,https://www.deeper.global/answers/how-do-i-handle-drug-testing-at-work-while-in-recovery/,3e88b83c-b6f4-4781-aa96-d4eb02c599e9,lynn-lane,Lynn Lane,"MDiv, LCSW","MDiv, LCSW",Anxiety|Depression|Family-Of-Origin Issues|Grief & Loss|Life Transitions|PTSD|Relationship Counseling|Substance Abuse & Chemical Dependency|Spiritual Issues|Trauma|Women's Issues,Substance Abuse & Chemical Dependency,addiction-and-recovery,Addiction & Recovery,Addiction & Recovery,trauma-and-safety,parent_theme:trauma-and-safety via PTSD|exact_topic:addiction-and-recovery via Substance Abuse & Chemical Dependency (w=1),100,high,20.00,exact_topic,susan-keenan(topic_volume:22)|liz-webb(topic_volume:20)|amanda-gaines(topic_volume:17)|jackie-malone(topic_volume:14),score=100; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,7.40,ymyl_testing,yes,approve,,
How to Support a Friend Struggling With Mental Health,how-do-i-support-a-friend-who-is-struggling-with-mental-health,https://www.deeper.global/answers/how-do-i-support-a-friend-who-is-struggling-with-mental-health/,7f4bb06a-21d2-44de-b1ee-d4c5cf0ffcb3,lynn-lane,Lynn Lane,"MDiv, LCSW","MDiv, LCSW",Anxiety|Depression|Family-Of-Origin Issues|Grief & Loss|Life Transitions|PTSD|Relationship Counseling|Substance Abuse & Chemical Dependency|Spiritual Issues|Trauma|Women's Issues,Anxiety,anxiety-and-stress,Anxiety & Stress,Anxiety & Stress,anxiety-and-mood,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35),100,high,20.00,exact_topic_plus_alias,meredith-price(topic_volume:20)|samantha-bryant(topic_volume:16)|amanda-gaines(topic_volume:14)|kelsey-donahue(topic_volume:12)|liz-webb(topic_volume:12),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,7.40,every_clinician_mid,no,approve,,
Grieving the Loss of Faith Can Feel Like a Death,is-it-normal-to-grieve-the-loss-of-my-faith-like-a-death,https://www.deeper.global/answers/is-it-normal-to-grieve-the-loss-of-my-faith-like-a-death/,af928cc2-4ae7-48e3-a0ef-bf5f541aab3e,lynn-lane,Lynn Lane,"MDiv, LCSW","MDiv, LCSW",Anxiety|Depression|Family-Of-Origin Issues|Grief & Loss|Life Transitions|PTSD|Relationship Counseling|Substance Abuse & Chemical Dependency|Spiritual Issues|Trauma|Women's Issues,Spiritual Issues,meaning-faith-and-existential-questions,"Meaning, Faith & Existential Questions",Spiritual Doubt,spirituality-and-meaning,alias_keyword:Grief|exact_topic:meaning-faith-and-existential-questions via Spiritual Issues (w=0.85),85,high,5.00,exact_topic_plus_alias,samantha-bryant(topic_volume:10)|susan-keenan(topic_volume:3),score=85; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,7.40,near_high_medium_threshold,no,approve,,
What to Do If a Loved One Uses Substances During Pregnancy,what-if-my-loved-one-is-using-substances-while-pregnant,https://www.deeper.global/answers/what-if-my-loved-one-is-using-substances-while-pregnant/,75240bc8-ac37-4a8c-b8e1-2d806cf3d2ca,lynn-lane,Lynn Lane,"MDiv, LCSW","MDiv, LCSW",Anxiety|Depression|Family-Of-Origin Issues|Grief & Loss|Life Transitions|PTSD|Relationship Counseling|Substance Abuse & Chemical Dependency|Spiritual Issues|Trauma|Women's Issues,Substance Abuse & Chemical Dependency,addiction-and-recovery,Addiction & Recovery,Addiction & Recovery,trauma-and-safety,parent_theme:trauma-and-safety via PTSD|exact_topic:addiction-and-recovery via Substance Abuse & Chemical Dependency (w=1),100,high,20.00,exact_topic,susan-keenan(topic_volume:22)|liz-webb(topic_volume:20)|amanda-gaines(topic_volume:17)|jackie-malone(topic_volume:14),score=100; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,7.40,ymyl_postpartum,yes,approve,,
What to Do After Discovering a Partner Cheated,what-should-i-do-if-i-caught-my-partner-cheating,https://www.deeper.global/answers/what-should-i-do-if-i-caught-my-partner-cheating/,df24fbaf-882f-4152-a2af-450798baf93d,lynn-lane,Lynn Lane,"MDiv, LCSW","MDiv, LCSW",Anxiety|Depression|Family-Of-Origin Issues|Grief & Loss|Life Transitions|PTSD|Relationship Counseling|Substance Abuse & Chemical Dependency|Spiritual Issues|Trauma|Women's Issues,Relationship Counseling,relationships-and-communication,Relationships & Communication,Relationships & Communication,relationships-and-connection,exact_topic:relationships-and-communication via Relationship Counseling (w=1),100,high,20.00,exact_topic,samantha-bryant(topic_volume:25)|lexi-cooper(topic_volume:24)|laura-hilsen(topic_volume:19)|alex-crenshaw-phd(topic_volume:18)|sarah-evers(topic_volume:17),score=100; confidence=high; match_type=exact_topic; deterministic_tie_break_among_equals,0.00,7.40,ymyl_eating,yes,approve,,
When Life Feels Meaningless or Without Purpose,why-do-i-feel-like-life-has-no-meaning-or-purpose-v6w2x8,https://www.deeper.global/answers/why-do-i-feel-like-life-has-no-meaning-or-purpose-v6w2x8/,e8dcd44e-34f3-4edb-b9db-c7e88f0972f0,lynn-lane,Lynn Lane,"MDiv, LCSW","MDiv, LCSW",Anxiety|Depression|Family-Of-Origin Issues|Grief & Loss|Life Transitions|PTSD|Relationship Counseling|Substance Abuse & Chemical Dependency|Spiritual Issues|Trauma|Women's Issues,Spiritual Issues,meaning-faith-and-existential-questions,"Meaning, Faith & Existential Questions",Life Purpose,spirituality-and-meaning,alias_keyword:Depression|exact_topic:meaning-faith-and-existential-questions via Spiritual Issues (w=0.85),85,high,5.00,exact_topic_plus_alias,samantha-bryant(topic_volume:10)|susan-keenan(topic_volume:3),score=85; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,7.40,top10_extra|near_high_medium_threshold,no,approve,,
Why You Might Need to Control Everything,why-do-i-need-to-control-everything-and-everyone-a-187459-012,https://www.deeper.global/answers/why-do-i-need-to-control-everything-and-everyone-a-187459-012/,249709bb-6b3c-41cd-b83e-824d08479255,lynn-lane,Lynn Lane,"MDiv, LCSW","MDiv, LCSW",Anxiety|Depression|Family-Of-Origin Issues|Grief & Loss|Life Transitions|PTSD|Relationship Counseling|Substance Abuse & Chemical Dependency|Spiritual Issues|Trauma|Women's Issues,Anxiety,anxiety-and-stress,Anxiety & Stress,Perfectionism & Control Issues,anxiety-and-mood,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35),100,high,20.00,exact_topic_plus_alias,meredith-price(topic_volume:20)|samantha-bryant(topic_volume:16)|amanda-gaines(topic_volume:14)|kelsey-donahue(topic_volume:12)|liz-webb(topic_volume:12),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,7.40,every_clinician_highest,no,approve,,
Is AI Affecting Your Ability to Connect With People?,am-i-losing-my-ability-to-connect-with-real-people-189142-008,https://www.deeper.global/answers/am-i-losing-my-ability-to-connect-with-real-people-189142-008/,18e51622-7110-418f-b6fe-75e004a8d402,meredith-price,Meredith Price,LPC - Licensed Professional Counselor,LPC - Licensed Professional Counselor,"Pregnancy, Prenatal, Postpartum|Depression|Anxiety|Body Image|Codependency|Coping Skills|Family Conflict|Grief|Infertility|Life Coaching|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Parenting|Peer Relationships|Relationship Issues|School Issues|Self Esteem|Self-Harming|Sex Therapy|Sleep or Insomnia|Stress|Suicidal Ideation|Women's Issues",Stress,anxiety-and-stress,Anxiety & Stress,Anxiety & Stress,anxiety-and-mood,"exact_topic:anxiety-and-stress via Pregnancy, Prenatal, Postpartum (w=0.5)|demoted_missing_keyword_support|exact_topic:anxiety-and-stress via Depression (w=0.35)|parent_theme:anxiety-and-mood via Depression|exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Infertility (w=0.5)|demoted_missing_keyword_support|exact_topic:anxiety-and-stress via Stress (w=1)",100,high,20.00,exact_topic_plus_alias,samantha-bryant(topic_volume:16)|amanda-gaines(topic_volume:14)|lynn-lane(topic_volume:13)|kelsey-donahue(topic_volume:12)|liz-webb(topic_volume:12),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,6.65,alias_match|theme_anxiety-and-mood|broad_generalist_topic_cluster,no,approve,,
Can Stress Cause Back and Neck Pain?,can-stress-cause-back-and-neck-pain-181083-013,https://www.deeper.global/answers/can-stress-cause-back-and-neck-pain-181083-013/,f221af60-8d96-4568-89e2-fb620998d3c7,meredith-price,Meredith Price,LPC - Licensed Professional Counselor,LPC - Licensed Professional Counselor,"Pregnancy, Prenatal, Postpartum|Depression|Anxiety|Body Image|Codependency|Coping Skills|Family Conflict|Grief|Infertility|Life Coaching|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Parenting|Peer Relationships|Relationship Issues|School Issues|Self Esteem|Self-Harming|Sex Therapy|Sleep or Insomnia|Stress|Suicidal Ideation|Women's Issues",Stress,anxiety-and-stress,Anxiety & Stress,Anxiety & Stress,anxiety-and-mood,"exact_topic:anxiety-and-stress via Pregnancy, Prenatal, Postpartum (w=0.5)|demoted_missing_keyword_support|exact_topic:anxiety-and-stress via Depression (w=0.35)|parent_theme:anxiety-and-mood via Depression|exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Infertility (w=0.5)|demoted_missing_keyword_support|exact_topic:anxiety-and-stress via Stress (w=1)",100,high,20.00,exact_topic_plus_alias,samantha-bryant(topic_volume:16)|amanda-gaines(topic_volume:14)|lynn-lane(topic_volume:13)|kelsey-donahue(topic_volume:12)|liz-webb(topic_volume:12),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,6.65,top10_extra|alias_match|ymyl_chronic,no,approve,,
Protecting Children From Parental Conflict,how-can-i-protect-my-children-from-conflict-between-me-and-my-ex,https://www.deeper.global/answers/how-can-i-protect-my-children-from-conflict-between-me-and-my-ex/,022990eb-5526-4ac2-8183-739bcc74824e,meredith-price,Meredith Price,LPC - Licensed Professional Counselor,LPC - Licensed Professional Counselor,"Pregnancy, Prenatal, Postpartum|Depression|Anxiety|Body Image|Codependency|Coping Skills|Family Conflict|Grief|Infertility|Life Coaching|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Parenting|Peer Relationships|Relationship Issues|School Issues|Self Esteem|Self-Harming|Sex Therapy|Sleep or Insomnia|Stress|Suicidal Ideation|Women's Issues",Parenting,family-and-parenting,Family & Parenting,Family & Parenting,family-and-parenting,"exact_topic:family-and-parenting via Pregnancy, Prenatal, Postpartum (w=0.7)|demoted_missing_keyword_support|exact_topic:family-and-parenting via Family Conflict (w=1)|alt_topic:family-and-parenting via Infertility (w=0.7)|demoted_missing_keyword_support|exact_topic:family-and-parenting via Parenting (w=1)|preferred_specialty_keyword:Parenting",100,high,20.00,exact_topic_plus_alias,susan-keenan(topic_volume:16)|kelsey-donahue(topic_volume:13)|jeannine-jannot(topic_volume:11),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,6.65,alias_match|theme_family-and-parenting,no,approve,,
Coping When You Lose Someone You Expected Forever,how-do-i-cope-with-losing-someone-i-thought-id-have-forever,https://www.deeper.global/answers/how-do-i-cope-with-losing-someone-i-thought-id-have-forever/,606b63cb-0b78-414e-ab54-e952f4778e8c,meredith-price,Meredith Price,LPC - Licensed Professional Counselor,LPC - Licensed Professional Counselor,"Pregnancy, Prenatal, Postpartum|Depression|Anxiety|Body Image|Codependency|Coping Skills|Family Conflict|Grief|Infertility|Life Coaching|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Parenting|Peer Relationships|Relationship Issues|School Issues|Self Esteem|Self-Harming|Sex Therapy|Sleep or Insomnia|Stress|Suicidal Ideation|Women's Issues",Grief,grief-and-loss,Grief & Loss,Grief & Loss,life-transitions-and-change,alias_keyword:divorce|exact_topic:grief-and-loss via Grief (w=1)|preferred_specialty_keyword:Grief,100,high,20.00,exact_topic_plus_alias,samantha-bryant(topic_volume:9)|michaela-hilburn(topic_volume:7)|amanda-gaines(topic_volume:5)|liz-webb(topic_volume:4)|lauren-sanders(topic_volume:2),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,6.65,alias_match|theme_life-transitions-and-change,no,approve,,
When Your Parents Are Getting Divorced,how-do-i-deal-with-my-parents-divorce-186032-011,https://www.deeper.global/answers/how-do-i-deal-with-my-parents-divorce-186032-011/,23e0e04b-f725-4ac1-9a4d-8f3c27359c84,meredith-price,Meredith Price,LPC - Licensed Professional Counselor,LPC - Licensed Professional Counselor,"Pregnancy, Prenatal, Postpartum|Depression|Anxiety|Body Image|Codependency|Coping Skills|Family Conflict|Grief|Infertility|Life Coaching|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Parenting|Peer Relationships|Relationship Issues|School Issues|Self Esteem|Self-Harming|Sex Therapy|Sleep or Insomnia|Stress|Suicidal Ideation|Women's Issues",Relationship Issues,teens-and-identity,Teens & Identity,Teens & Identity,family-and-parenting,"parent_theme:family-and-parenting via Pregnancy, Prenatal, Postpartum|alias_keyword:divorce|exact_topic:teens-and-identity via Family Conflict (w=0.7)|alias_keyword:Grief|alias_keyword:divorce|alt_topic:teens-and-identity via Parenting (w=0.7)|alias_keyword:divorce|alt_topic:teens-and-identity via School Issues (w=0.45)",94,high,14.00,exact_topic_plus_alias,jeannine-jannot(topic_volume:7)|lauren-sanders(topic_volume:1)|kelsey-donahue(topic_volume:1),score=94; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,6.65,every_clinician_lowest|top10_lowest|alias_match,no,approve,,
Coping With Postpartum Depression,how-do-i-deal-with-postpartum-depression,https://www.deeper.global/answers/how-do-i-deal-with-postpartum-depression/,8aa5fe26-2b35-44d0-9e0a-07bf43ef4b8c,meredith-price,Meredith Price,LPC - Licensed Professional Counselor,LPC - Licensed Professional Counselor,"Pregnancy, Prenatal, Postpartum|Depression|Anxiety|Body Image|Codependency|Coping Skills|Family Conflict|Grief|Infertility|Life Coaching|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Parenting|Peer Relationships|Relationship Issues|School Issues|Self Esteem|Self-Harming|Sex Therapy|Sleep or Insomnia|Stress|Suicidal Ideation|Women's Issues",Depression,depression,Depression,Depression,anxiety-and-mood,"exact_topic:depression via Pregnancy, Prenatal, Postpartum (w=0.55)|alias_keyword:postpartum|exact_topic:depression via Depression (w=1)|preferred_specialty_keyword:Depression|alt_topic:depression via Infertility (w=0.55)|alt_topic:depression via Mood Disorders (w=0.85)",100,high,20.00,exact_topic_plus_alias,alex-crenshaw-phd(topic_volume:18)|kelsey-donahue(topic_volume:13)|susan-keenan(topic_volume:12)|michaela-hilburn(topic_volume:11)|laura-hilsen(topic_volume:10),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,6.65,alias_match|ymyl_postpartum,yes,approve,,
Practicing Mindful Eating,how-do-i-practice-mindful-eating,https://www.deeper.global/answers/how-do-i-practice-mindful-eating/,42b8cdd1-7af6-474f-a46d-df66149baaf8,meredith-price,Meredith Price,LPC - Licensed Professional Counselor,LPC - Licensed Professional Counselor,"Pregnancy, Prenatal, Postpartum|Depression|Anxiety|Body Image|Codependency|Coping Skills|Family Conflict|Grief|Infertility|Life Coaching|Life Transitions|Marital and Premarital|Men's Issues|Mood Disorders|Parenting|Peer Relationships|Relationship Issues|School Issues|Self Esteem|Self-Harming|Sex Therapy|Sleep or Insomnia|Stress|Suicidal Ideation|Women's Issues",Stress,identity-and-self-worth,Identity & Self-Worth,Identity & Self-Worth,identity-and-self-worth,alias_keyword:stress|alt_topic:identity-and-self-worth via Body Image (w=0.4)|alt_topic:identity-and-self-worth via Life Transitions (w=0.4)|exact_topic:identity-and-self-worth via Self Esteem (w=1)|preferred_specialty_keyword:stress,100,high,20.00,exact_topic_plus_alias,michaela-hilburn(topic_volume:26)|samantha-bryant(topic_volume:24)|jackie-malone(topic_volume:24)|laura-hilsen(topic_volume:23)|sarah-evers(topic_volume:23),score=100; confidence=high; match_type=exact_topic_plus_alias; deterministic_tie_break_among_equals,0.00,6.65,ymyl_eating,yes,approve,,
